https://www.bikotbi.org/ontology/BIKO_000182,https://www.bikotbi.org/ontology/BIKO_000059,https://www.bikotbi.org/ontology/BIKO_000171,https://www.bikotbi.org/ontology/BIKO_000178,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000086,https://www.bikotbi.org/ontology/BIKO_000062,https://www.bikotbi.org/ontology/BIKO_000063,https://www.bikotbi.org/ontology/BIKO_000157,https://www.bikotbi.org/ontology/BIKO_000184,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000181,https://www.bikotbi.org/ontology/BIKO_000028
Adult,335 - 375 g,https://doi.org/10.1089/neu.2000.17.1155,PMID:11186229,"Roof RL, Hall ED. Estrogen-related gender difference in survival rate and cortical blood flow after impact-acceleration head injury in ratsJ Neurotrauma. 2000 Dec;17(12):1155-69. doi: 10.1089\/neu.2000.17.1155.","Roof RL, Hall ED. Estrogen-related gender difference in survival rate and cortical blood flow after impact-acceleration head injury in ratsJ Neurotrauma. 2000 Dec;17(12):1155-69. doi: 10.1089\/neu.2000.17.1155.","male, female","male, female",rat,Sprague-Dawley,Sprague-Dawley,,265,"Roof RL, Hall ED. Estrogen-related gender difference in survival rate and cortical blood flow after impact-acceleration head injury in ratsJ Neurotrauma. 2000 Dec;17(12):1155-69. doi: 10.1089\/neu.2000.17.1155.","Roof RL, Hall ED. Estrogen-related gender difference in survival rate and cortical blood flow after impact-acceleration head injury in ratsJ Neurotrauma. 2000 Dec;17(12):1155-69. doi: 10.1089\/neu.2000.17.1155.","male, female","male, female",weight-drop,Weight-drop model
Young adult,"18 - 20 g, 24 - 26 g",https://doi.org/10.1089/neu.2006.0011,PMID:17439349,"Brody DL, Mac Donald C, Kessens CC, Yuede C, Parsadanian M, Spinner M, Kim E, Schwetye KE, Holtzman DM, Bayly PV. Electromagnetic controlled cortical impact device for precise, graded experimental traumatic brain injuryJ Neurotrauma. 2007 Apr;24(4):657-73. doi: 10.1089\/neu.2006.0011. PMC2435168","Brody DL, Mac Donald C, Kessens CC, Yuede C, Parsadanian M, Spinner M, Kim E, Schwetye KE, Holtzman DM, Bayly PV. Electromagnetic controlled cortical impact device for precise, graded experimental traumatic brain injuryJ Neurotrauma. 2007 Apr;24(4):657-73. doi: 10.1089\/neu.2006.0011. PMC2435168","male, female","male, female",mouse,B6,B6SJLF1,,266,"Brody DL, Mac Donald C, Kessens CC, Yuede C, Parsadanian M, Spinner M, Kim E, Schwetye KE, Holtzman DM, Bayly PV. Electromagnetic controlled cortical impact device for precise, graded experimental traumatic brain injuryJ Neurotrauma. 2007 Apr;24(4):657-73. doi: 10.1089\/neu.2006.0011. PMC2435168","Brody DL, Mac Donald C, Kessens CC, Yuede C, Parsadanian M, Spinner M, Kim E, Schwetye KE, Holtzman DM, Bayly PV. Electromagnetic controlled cortical impact device for precise, graded experimental traumatic brain injuryJ Neurotrauma. 2007 Apr;24(4):657-73. doi: 10.1089\/neu.2006.0011. PMC2435168","male, female","male, female","electromagnetic controlled cortical impact device, EM coil-based impact device",Controlled cortical impact model
,250 - 300 g,https://doi.org/10.1089/neu.2021.0485,PMID:35412843,"Irvine KA, Peters CM, Vazey EM, Ferguson AR, Clark D. DREADD-mediated activation of the locus coeruleus restores descending nociceptive inhibition after traumatic brain injury in ratsJ Neurotrauma. 2022 Apr 12. doi: 10.1089\/neu.2021.0485. Online ahead of print.","Irvine KA, Peters CM, Vazey EM, Ferguson AR, Clark D. DREADD-mediated activation of the locus coeruleus restores descending nociceptive inhibition after traumatic brain injury in ratsJ Neurotrauma. 2022 Apr 12. doi: 10.1089\/neu.2021.0485. Online ahead of print.",male,male,rat,Sprague-Dawley,Sprague-Dawley,,267,"Irvine KA, Peters CM, Vazey EM, Ferguson AR, Clark D. DREADD-mediated activation of the locus coeruleus restores descending nociceptive inhibition after traumatic brain injury in ratsJ Neurotrauma. 2022 Apr 12. doi: 10.1089\/neu.2021.0485. Online ahead of print.","Irvine KA, Peters CM, Vazey EM, Ferguson AR, Clark D. DREADD-mediated activation of the locus coeruleus restores descending nociceptive inhibition after traumatic brain injury in ratsJ Neurotrauma. 2022 Apr 12. doi: 10.1089\/neu.2021.0485. Online ahead of print.",male,male,lateral fluid percussion device,Fluid percussion injury model
Adult,320 - 450 g,https://doi.org/10.1089/neu.1994.11.599,PMID:7861451,"Meaney DF, Ross DT, Winkelstein BA, Brasko J, Goldstein D, Bilston LB, Thibault LE, Gennarelli TA. Modification of the cortical impact model to produce axonal injury in the rat cerebral cortexJ Neurotrauma. 1994 Oct;11(5):599-612. doi: 10.1089\/neu.1994.11.599.","Meaney DF, Ross DT, Winkelstein BA, Brasko J, Goldstein D, Bilston LB, Thibault LE, Gennarelli TA. Modification of the cortical impact model to produce axonal injury in the rat cerebral cortexJ Neurotrauma. 1994 Oct;11(5):599-612. doi: 10.1089\/neu.1994.11.599.",male,male,"cat, rat",Long-Evans,Long-Evans,,270,"Meaney DF, Ross DT, Winkelstein BA, Brasko J, Goldstein D, Bilston LB, Thibault LE, Gennarelli TA. Modification of the cortical impact model to produce axonal injury in the rat cerebral cortexJ Neurotrauma. 1994 Oct;11(5):599-612. doi: 10.1089\/neu.1994.11.599.","Meaney DF, Ross DT, Winkelstein BA, Brasko J, Goldstein D, Bilston LB, Thibault LE, Gennarelli TA. Modification of the cortical impact model to produce axonal injury in the rat cerebral cortexJ Neurotrauma. 1994 Oct;11(5):599-612. doi: 10.1089\/neu.1994.11.599.",male,male,pneumatic impactor device,Controlled cortical impact model
,38 - 42 kg,https://doi.org/10.1089/neu.1998.15.599,PMID:9726259,"Fox GB, Fan L, Levasseur RA, Faden AI. Sustained sensory\/motor and cognitive deficits with neuronal apoptosis following controlled cortical impact brain injury in the mouseJ Neurotrauma. 1998 Aug;15(8):599-614. doi: 10.1089\/neu.1998.15.599.","Fox GB, Fan L, Levasseur RA, Faden AI. Sustained sensory\/motor and cognitive deficits with neuronal apoptosis following controlled cortical impact brain injury in the mouseJ Neurotrauma. 1998 Aug;15(8):599-614. doi: 10.1089\/neu.1998.15.599.",male,male,mouse,C57BL,C57BL/6J,,271,"Fox GB, Fan L, Levasseur RA, Faden AI. Sustained sensory\/motor and cognitive deficits with neuronal apoptosis following controlled cortical impact brain injury in the mouseJ Neurotrauma. 1998 Aug;15(8):599-614. doi: 10.1089\/neu.1998.15.599.","Fox GB, Fan L, Levasseur RA, Faden AI. Sustained sensory\/motor and cognitive deficits with neuronal apoptosis following controlled cortical impact brain injury in the mouseJ Neurotrauma. 1998 Aug;15(8):599-614. doi: 10.1089\/neu.1998.15.599.",male,male,microprocessor-controlled pneumatic impactor,Controlled cortical impact model
Adult,300 - 350 g,https://doi.org/10.1089/neu.1999.16.903,PMID:10547099,"Vagnozzi R, Marmarou A, Tavazzi B, Signoretti S, Di Pierro D, del Bolgia F, Amorini AM, Fazzina G, Sherkat S, Lazzarino G. Changes of cerebral energy metabolism and lipid peroxidation in rats leading to mitochondrial dysfunction after diffuse brain injuryJ Neurotrauma. 1999 Oct;16(10):903-13. doi: 10.1089\/neu.1999.16.903.","Vagnozzi R, Marmarou A, Tavazzi B, Signoretti S, Di Pierro D, del Bolgia F, Amorini AM, Fazzina G, Sherkat S, Lazzarino G. Changes of cerebral energy metabolism and lipid peroxidation in rats leading to mitochondrial dysfunction after diffuse brain injuryJ Neurotrauma. 1999 Oct;16(10):903-13. doi: 10.1089\/neu.1999.16.903.",male,male,rat,Wistar,Wistar,,272,"Vagnozzi R, Marmarou A, Tavazzi B, Signoretti S, Di Pierro D, del Bolgia F, Amorini AM, Fazzina G, Sherkat S, Lazzarino G. Changes of cerebral energy metabolism and lipid peroxidation in rats leading to mitochondrial dysfunction after diffuse brain injuryJ Neurotrauma. 1999 Oct;16(10):903-13. doi: 10.1089\/neu.1999.16.903.","Vagnozzi R, Marmarou A, Tavazzi B, Signoretti S, Di Pierro D, del Bolgia F, Amorini AM, Fazzina G, Sherkat S, Lazzarino G. Changes of cerebral energy metabolism and lipid peroxidation in rats leading to mitochondrial dysfunction after diffuse brain injuryJ Neurotrauma. 1999 Oct;16(10):903-13. doi: 10.1089\/neu.1999.16.903.",male,male,,Weight-drop model
,38 - 42 kg,https://doi.org/10.1089/neu.2006.23.128,PMID:16503797,"Manley GT, Rosenthal G, Lam M, Morabito D, Yan D, Derugin N, Bollen A, Knudson MM, Panter SS. Controlled cortical impact in swine: pathophysiology and biomechanicsJ Neurotrauma. 2006 Feb;23(2):128-39. doi: 10.1089\/neu.2006.23.128.","Manley GT, Rosenthal G, Lam M, Morabito D, Yan D, Derugin N, Bollen A, Knudson MM, Panter SS. Controlled cortical impact in swine: pathophysiology and biomechanicsJ Neurotrauma. 2006 Feb;23(2):128-39. doi: 10.1089\/neu.2006.23.128.",male,male,pig,Yorkshire,Yorkshire,,273,"Manley GT, Rosenthal G, Lam M, Morabito D, Yan D, Derugin N, Bollen A, Knudson MM, Panter SS. Controlled cortical impact in swine: pathophysiology and biomechanicsJ Neurotrauma. 2006 Feb;23(2):128-39. doi: 10.1089\/neu.2006.23.128.","Manley GT, Rosenthal G, Lam M, Morabito D, Yan D, Derugin N, Bollen A, Knudson MM, Panter SS. Controlled cortical impact in swine: pathophysiology and biomechanicsJ Neurotrauma. 2006 Feb;23(2):128-39. doi: 10.1089\/neu.2006.23.128.",male,male,pneumatic impactor device,Controlled cortical impact model
,,https://doi.org/10.1089/neu.2008.0512,PMID:18781889,"Dennis AM, Haselkorn ML, Vagni VA, Garman RH, Janesko-Feldman K, Bayir H, Clark RS, Jenkins LW, Dixon CE, Kochanek PM. Hemorrhagic shock after experimental traumatic brain injury in mice: effect on neuronal deathJ Neurotrauma. 2009 Jun;26(6):889-99. doi: 10.1089\/neu.2008.0512. PMC2694227","Dennis AM, Haselkorn ML, Vagni VA, Garman RH, Janesko-Feldman K, Bayir H, Clark RS, Jenkins LW, Dixon CE, Kochanek PM. Hemorrhagic shock after experimental traumatic brain injury in mice: effect on neuronal deathJ Neurotrauma. 2009 Jun;26(6):889-99. doi: 10.1089\/neu.2008.0512. PMC2694227",male,male,mouse,C57BL,C57BL/6J,,274,"Dennis AM, Haselkorn ML, Vagni VA, Garman RH, Janesko-Feldman K, Bayir H, Clark RS, Jenkins LW, Dixon CE, Kochanek PM. Hemorrhagic shock after experimental traumatic brain injury in mice: effect on neuronal deathJ Neurotrauma. 2009 Jun;26(6):889-99. doi: 10.1089\/neu.2008.0512. PMC2694227","Dennis AM, Haselkorn ML, Vagni VA, Garman RH, Janesko-Feldman K, Bayir H, Clark RS, Jenkins LW, Dixon CE, Kochanek PM. Hemorrhagic shock after experimental traumatic brain injury in mice: effect on neuronal deathJ Neurotrauma. 2009 Jun;26(6):889-99. doi: 10.1089\/neu.2008.0512. PMC2694227",male,male,pneumatic impactor device,Controlled cortical impact model
,,https://doi.org/10.1089/neu.2013.3227,PMID:24558968,"Effgen GB, Vogel EW 3rd, Lynch KA, Lobel A, Hue CD, Meaney DF, Bass CR, Morrison B 3rd. Isolated primary blast alters neuronal function with minimal cell death in organotypic hippocampal slice culturesJ Neurotrauma. 2014 Jul 1;31(13):1202-10. doi: 10.1089\/neu.2013.3227. Epub 2014 May 8.","Effgen GB, Vogel EW 3rd, Lynch KA, Lobel A, Hue CD, Meaney DF, Bass CR, Morrison B 3rd. Isolated primary blast alters neuronal function with minimal cell death in organotypic hippocampal slice culturesJ Neurotrauma. 2014 Jul 1;31(13):1202-10. doi: 10.1089\/neu.2013.3227. Epub 2014 May 8.",No sex reported,No sex reported,rat,Sprague-Dawley,Sprague-Dawley,,275,"Effgen GB, Vogel EW 3rd, Lynch KA, Lobel A, Hue CD, Meaney DF, Bass CR, Morrison B 3rd. Isolated primary blast alters neuronal function with minimal cell death in organotypic hippocampal slice culturesJ Neurotrauma. 2014 Jul 1;31(13):1202-10. doi: 10.1089\/neu.2013.3227. Epub 2014 May 8.","Effgen GB, Vogel EW 3rd, Lynch KA, Lobel A, Hue CD, Meaney DF, Bass CR, Morrison B 3rd. Isolated primary blast alters neuronal function with minimal cell death in organotypic hippocampal slice culturesJ Neurotrauma. 2014 Jul 1;31(13):1202-10. doi: 10.1089\/neu.2013.3227. Epub 2014 May 8.",No sex reported,No sex reported,aluminum shock tube,Blast model
,300 - 350 g,https://doi.org/10.3390/ijms22126624,PMID:34205652,"Szenasi A, Amrein K, Czeiter E, Szarka N, Toth P, Koller A. Molecular Pathomechanisms of Impaired Flow-Induced Constriction of Cerebral Arteries Following Traumatic Brain Injury: A Potential Impact on Cerebral AutoregulationInt J Mol Sci. 2021 Jun 21;22(12):6624. doi: 10.3390\/ijms22126624. PMC8234931","Szenasi A, Amrein K, Czeiter E, Szarka N, Toth P, Koller A. Molecular Pathomechanisms of Impaired Flow-Induced Constriction of Cerebral Arteries Following Traumatic Brain Injury: A Potential Impact on Cerebral AutoregulationInt J Mol Sci. 2021 Jun 21;22(12):6624. doi: 10.3390\/ijms22126624. PMC8234931",male,male,rat,Wistar,Wistar–Kyoto,,277,"Szenasi A, Amrein K, Czeiter E, Szarka N, Toth P, Koller A. Molecular Pathomechanisms of Impaired Flow-Induced Constriction of Cerebral Arteries Following Traumatic Brain Injury: A Potential Impact on Cerebral AutoregulationInt J Mol Sci. 2021 Jun 21;22(12):6624. doi: 10.3390\/ijms22126624. PMC8234931","Szenasi A, Amrein K, Czeiter E, Szarka N, Toth P, Koller A. Molecular Pathomechanisms of Impaired Flow-Induced Constriction of Cerebral Arteries Following Traumatic Brain Injury: A Potential Impact on Cerebral AutoregulationInt J Mol Sci. 2021 Jun 21;22(12):6624. doi: 10.3390\/ijms22126624. PMC8234931",male,male,,Weight-drop model
Young adult,,https://doi.org/10.3390/ijms222111642,PMID:34769073,"Aboghazleh R, Parker E, Yang LT, Kaufer D, Dreier JP, Friedman A, van Hameren G. Brainstem and Cortical Spreading Depolarization in a Closed Head Injury Rat ModelInt J Mol Sci. 2021 Oct 28;22(21):11642. doi: 10.3390\/ijms222111642. PMC8584184","Aboghazleh R, Parker E, Yang LT, Kaufer D, Dreier JP, Friedman A, van Hameren G. Brainstem and Cortical Spreading Depolarization in a Closed Head Injury Rat ModelInt J Mol Sci. 2021 Oct 28;22(21):11642. doi: 10.3390\/ijms222111642. PMC8584184",male,male,rat,Sprague-Dawley,Sprague-Dawley,,279,"Aboghazleh R, Parker E, Yang LT, Kaufer D, Dreier JP, Friedman A, van Hameren G. Brainstem and Cortical Spreading Depolarization in a Closed Head Injury Rat ModelInt J Mol Sci. 2021 Oct 28;22(21):11642. doi: 10.3390\/ijms222111642. PMC8584184","Aboghazleh R, Parker E, Yang LT, Kaufer D, Dreier JP, Friedman A, van Hameren G. Brainstem and Cortical Spreading Depolarization in a Closed Head Injury Rat ModelInt J Mol Sci. 2021 Oct 28;22(21):11642. doi: 10.3390\/ijms222111642. PMC8584184",male,male,,Weight-drop model
,,https://doi.org/10.3390/ijms22094855,PMID:34063730,"Stetter C, Lopez-Caperuchipi S, Hopp-Krämer S, Bieber M, Kleinschnitz C, Sirén AL, Albert-Weißenberger C. Amelioration of Cognitive and Behavioral Deficits after Traumatic Brain Injury in Coagulation Factor XII Deficient MiceInt J Mol Sci. 2021 May 3;22(9):4855. doi: 10.3390\/ijms22094855. PMC8124758","Stetter C, Lopez-Caperuchipi S, Hopp-Krämer S, Bieber M, Kleinschnitz C, Sirén AL, Albert-Weißenberger C. Amelioration of Cognitive and Behavioral Deficits after Traumatic Brain Injury in Coagulation Factor XII Deficient MiceInt J Mol Sci. 2021 May 3;22(9):4855. doi: 10.3390\/ijms22094855. PMC8124758","male, female","male, female",mouse,C57BL,C57BL/6N,,280,"Stetter C, Lopez-Caperuchipi S, Hopp-Krämer S, Bieber M, Kleinschnitz C, Sirén AL, Albert-Weißenberger C. Amelioration of Cognitive and Behavioral Deficits after Traumatic Brain Injury in Coagulation Factor XII Deficient MiceInt J Mol Sci. 2021 May 3;22(9):4855. doi: 10.3390\/ijms22094855. PMC8124758","Stetter C, Lopez-Caperuchipi S, Hopp-Krämer S, Bieber M, Kleinschnitz C, Sirén AL, Albert-Weißenberger C. Amelioration of Cognitive and Behavioral Deficits after Traumatic Brain Injury in Coagulation Factor XII Deficient MiceInt J Mol Sci. 2021 May 3;22(9):4855. doi: 10.3390\/ijms22094855. PMC8124758","male, female","male, female",,Weight-drop model
,,https://doi.org/10.3390/nu13114092,PMID:34836347,"Lecques JD, Kerr BJK, Hillyer LM, Kang JX, Robinson LE, Ma DWL. N-3 Polyunsaturated Fatty Acids Ameliorate Neurobehavioral Outcomes Post-Mild Traumatic Brain Injury in the Fat-1 Mouse ModelNutrients. 2021 Nov 15;13(11):4092. doi: 10.3390\/nu13114092. PMC8620437","Lecques JD, Kerr BJK, Hillyer LM, Kang JX, Robinson LE, Ma DWL. N-3 Polyunsaturated Fatty Acids Ameliorate Neurobehavioral Outcomes Post-Mild Traumatic Brain Injury in the Fat-1 Mouse ModelNutrients. 2021 Nov 15;13(11):4092. doi: 10.3390\/nu13114092. PMC8620437","male, female","male, female",mouse,C57BL,C57BL,,283,"Lecques JD, Kerr BJK, Hillyer LM, Kang JX, Robinson LE, Ma DWL. N-3 Polyunsaturated Fatty Acids Ameliorate Neurobehavioral Outcomes Post-Mild Traumatic Brain Injury in the Fat-1 Mouse ModelNutrients. 2021 Nov 15;13(11):4092. doi: 10.3390\/nu13114092. PMC8620437","Lecques JD, Kerr BJK, Hillyer LM, Kang JX, Robinson LE, Ma DWL. N-3 Polyunsaturated Fatty Acids Ameliorate Neurobehavioral Outcomes Post-Mild Traumatic Brain Injury in the Fat-1 Mouse ModelNutrients. 2021 Nov 15;13(11):4092. doi: 10.3390\/nu13114092. PMC8620437","male, female","male, female",,Weight-drop model
Adolescent,"18.1 g , 24.2 g",https://doi.org/10.3390/cells10123343,PMID:34943851,"Hetzer SM, Shalosky EM, Torrens JN, Evanson NK. Chronic Histological Outcomes of Indirect Traumatic Optic Neuropathy in Adolescent Mice: Persistent Degeneration and Temporally Regulated Glial ResponsesCells. 2021 Nov 28;10(12):3343. doi: 10.3390\/cells10123343. PMC8699438","Hetzer SM, Shalosky EM, Torrens JN, Evanson NK. Chronic Histological Outcomes of Indirect Traumatic Optic Neuropathy in Adolescent Mice: Persistent Degeneration and Temporally Regulated Glial ResponsesCells. 2021 Nov 28;10(12):3343. doi: 10.3390\/cells10123343. PMC8699438",male,male,mouse,C57BL,C57BL/6J,,284,"Hetzer SM, Shalosky EM, Torrens JN, Evanson NK. Chronic Histological Outcomes of Indirect Traumatic Optic Neuropathy in Adolescent Mice: Persistent Degeneration and Temporally Regulated Glial ResponsesCells. 2021 Nov 28;10(12):3343. doi: 10.3390\/cells10123343. PMC8699438","Hetzer SM, Shalosky EM, Torrens JN, Evanson NK. Chronic Histological Outcomes of Indirect Traumatic Optic Neuropathy in Adolescent Mice: Persistent Degeneration and Temporally Regulated Glial ResponsesCells. 2021 Nov 28;10(12):3343. doi: 10.3390\/cells10123343. PMC8699438",male,male,,Weight-drop model
Adolescent,,https://doi.org/10.3390/cells10050996,PMID:33922788,"Hetzer SM, Guilhaume-Correa F, Day D, Bedolla A, Evanson NK. Traumatic Optic Neuropathy Is Associated with Visual Impairment, Neurodegeneration, and Endoplasmic Reticulum Stress in Adolescent MiceCells. 2021 Apr 23;10(5):996. doi: 10.3390\/cells10050996. PMC8146890","Hetzer SM, Guilhaume-Correa F, Day D, Bedolla A, Evanson NK. Traumatic Optic Neuropathy Is Associated with Visual Impairment, Neurodegeneration, and Endoplasmic Reticulum Stress in Adolescent MiceCells. 2021 Apr 23;10(5):996. doi: 10.3390\/cells10050996. PMC8146890",male,male,mouse,C57BL,C57BL/6J,,285,"Hetzer SM, Guilhaume-Correa F, Day D, Bedolla A, Evanson NK. Traumatic Optic Neuropathy Is Associated with Visual Impairment, Neurodegeneration, and Endoplasmic Reticulum Stress in Adolescent MiceCells. 2021 Apr 23;10(5):996. doi: 10.3390\/cells10050996. PMC8146890","Hetzer SM, Guilhaume-Correa F, Day D, Bedolla A, Evanson NK. Traumatic Optic Neuropathy Is Associated with Visual Impairment, Neurodegeneration, and Endoplasmic Reticulum Stress in Adolescent MiceCells. 2021 Apr 23;10(5):996. doi: 10.3390\/cells10050996. PMC8146890",male,male,,Weight-drop model
,250 - 280 g,https://doi.org/10.3390/brainsci10110850,PMID:33198259,"Praveen Rajneesh C, Liou JC, Hsieh TH, Chin HY, Peng CW. Efficacy of Deep Brain Stimulation on the Improvement of the Bladder Functions in Traumatic Brain Injured RatsBrain Sci. 2020 Nov 12;10(11):850. doi: 10.3390\/brainsci10110850. PMC7698168","Praveen Rajneesh C, Liou JC, Hsieh TH, Chin HY, Peng CW. Efficacy of Deep Brain Stimulation on the Improvement of the Bladder Functions in Traumatic Brain Injured RatsBrain Sci. 2020 Nov 12;10(11):850. doi: 10.3390\/brainsci10110850. PMC7698168",male,male,rat,Sprague-Dawley,Sprague-Dawley,,286,"Praveen Rajneesh C, Liou JC, Hsieh TH, Chin HY, Peng CW. Efficacy of Deep Brain Stimulation on the Improvement of the Bladder Functions in Traumatic Brain Injured RatsBrain Sci. 2020 Nov 12;10(11):850. doi: 10.3390\/brainsci10110850. PMC7698168","Praveen Rajneesh C, Liou JC, Hsieh TH, Chin HY, Peng CW. Efficacy of Deep Brain Stimulation on the Improvement of the Bladder Functions in Traumatic Brain Injured RatsBrain Sci. 2020 Nov 12;10(11):850. doi: 10.3390\/brainsci10110850. PMC7698168",male,male,,Weight-drop model
,,https://doi.org/10.3390/antiox10060955,PMID:34203583,"Wang C, Shao C, Zhang L, Siedlak SL, Meabon JS, Peskind ER, Lu Y, Wang W, Perry G, Cook DG, Zhu X. Oxidative Stress Signaling in Blast TBI-Induced Tau PhosphorylationAntioxidants (Basel). 2021 Jun 15;10(6):955. doi: 10.3390\/antiox10060955. PMC8232162","Wang C, Shao C, Zhang L, Siedlak SL, Meabon JS, Peskind ER, Lu Y, Wang W, Perry G, Cook DG, Zhu X. Oxidative Stress Signaling in Blast TBI-Induced Tau PhosphorylationAntioxidants (Basel). 2021 Jun 15;10(6):955. doi: 10.3390\/antiox10060955. PMC8232162",male,male,mouse,C57BL,C57BL/6J,,288,"Wang C, Shao C, Zhang L, Siedlak SL, Meabon JS, Peskind ER, Lu Y, Wang W, Perry G, Cook DG, Zhu X. Oxidative Stress Signaling in Blast TBI-Induced Tau PhosphorylationAntioxidants (Basel). 2021 Jun 15;10(6):955. doi: 10.3390\/antiox10060955. PMC8232162","Wang C, Shao C, Zhang L, Siedlak SL, Meabon JS, Peskind ER, Lu Y, Wang W, Perry G, Cook DG, Zhu X. Oxidative Stress Signaling in Blast TBI-Induced Tau PhosphorylationAntioxidants (Basel). 2021 Jun 15;10(6):955. doi: 10.3390\/antiox10060955. PMC8232162",male,male,shock tube,Blast model
